îÑè„ID,å⁄ãqID,å_ñÒID,îÑè„ì˙,îÑè„
S-1172199,C-1000202,N-1001167,2022/12/1,80000
S-1172200,C-1000792,N-1002626,2022/12/1,9000
S-1172201,C-1000266,N-1000819,2022/12/1,80000
S-1172202,C-1000481,N-1000904,2022/12/1,80000
S-1172203,C-1001709,N-1004760,2022/12/1,13000
S-1172204,C-1001361,N-1003581,2022/12/1,13000
S-1172205,C-1001283,N-1003300,2022/12/1,29000
S-1172206,C-1001093,N-1002621,2022/12/1,30000
S-1172207,C-1001093,N-1002623,2022/12/1,30000
S-1172208,C-1000506,N-1001967,2022/12/1,80000
S-1172209,C-1000792,N-1001571,2022/12/1,9000
S-1172210,C-1000495,N-1001753,2022/12/1,13000
S-1172211,C-1001274,N-1003306,2022/12/1,50000
S-1172212,C-1000222,N-1004686,2022/12/1,50000
S-1172213,C-1000770,N-1001754,2022/12/1,13000
S-1172214,C-1000821,N-1003919,2022/12/1,50000
S-1172215,C-1001723,N-1004756,2022/12/1,10000
S-1172216,C-1000222,N-1000273,2022/12/1,6000
S-1172217,C-1000266,N-1000818,2022/12/1,80000
S-1172218,C-1000599,N-1001044,2022/12/1,10000
S-1172219,C-1000770,N-1002509,2022/12/1,13000
S-1172220,C-1001337,N-1003501,2022/12/1,9000
S-1172221,C-1001361,N-1003579,2022/12/1,13000
S-1172222,C-1000222,N-1000274,2022/12/1,50000
S-1172223,C-1001723,N-1004755,2022/12/1,10000
S-1172224,C-1000251,N-1000324,2022/12/1,9000
S-1172225,C-1000506,N-1001968,2022/12/1,80000
S-1172226,C-1001704,N-1004757,2022/12/1,50000
S-1172227,C-1001352,N-1003792,2022/12/1,10000
S-1172228,C-1000656,N-1001450,2022/12/1,15000
S-1172229,C-1000222,N-1000275,2022/12/1,50000
S-1172230,C-1001473,N-1004112,2022/12/1,50000
S-1172231,C-1000577,N-1001168,2022/12/1,80000
S-1172232,C-1001223,N-1003133,2022/12/1,30000
S-1172233,C-1000222,N-1002511,2022/12/1,50000
S-1172234,C-1001693,N-1004685,2022/12/1,21000
S-1172235,C-1001483,N-1004046,2022/12/1,30000
S-1172236,C-1001709,N-1004758,2022/12/1,13000
S-1172237,C-1001037,N-1002415,2022/12/1,6000
S-1172238,C-1000748,N-1002264,2022/12/1,9000
S-1172239,C-1000698,N-1001314,2022/12/2,80000
S-1172240,C-1000953,N-1002185,2022/12/2,50000
S-1172241,C-1000251,N-1000685,2022/12/2,50000
S-1172242,C-1000065,N-1004687,2022/12/2,21000
S-1172243,C-1000698,N-1001312,2022/12/2,80000
S-1172244,C-1000110,N-1001757,2022/12/2,80000
S-1172254,C-1001237,N-1003136,2022/12/2,13000
S-1172255,C-1000698,N-1001309,2022/12/2,80000
S-1172256,C-1000889,N-1003632,2022/12/2,13000
S-1172257,C-1001659,N-1004607,2022/12/2,50000
S-1172258,C-1000022,N-1000467,2022/12/2,80000
S-1172259,C-1000889,N-1001946,2022/12/2,13000
S-1172260,C-1001596,N-1004406,2022/12/2,30000
S-1172261,C-1001237,N-1003137,2022/12/2,13000
S-1172262,C-1001596,N-1004407,2022/12/2,30000
S-1172263,C-1000277,N-1001174,2022/12/2,9000
S-1172264,C-1000110,N-1001758,2022/12/2,80000
S-1172265,C-1001141,N-1002792,2022/12/2,10000
S-1172266,C-1000022,N-1002793,2022/12/2,80000
S-1172267,C-1000316,N-1000445,2022/12/2,30000
S-1172268,C-1000114,N-1004690,2022/12/2,13000
S-1172269,C-1001457,N-1003967,2022/12/2,21000
S-1172270,C-1001122,N-1002796,2022/12/2,80000
S-1172271,C-1000889,N-1001945,2022/12/2,13000
S-1172272,C-1000931,N-1002110,2022/12/2,50000
S-1172273,C-1001659,N-1004606,2022/12/2,50000
S-1172274,C-1000893,N-1001970,2022/12/2,50000
S-1172275,C-1001596,N-1004408,2022/12/2,30000
S-1172276,C-1001517,N-1004175,2022/12/2,21000
S-1172277,C-1001457,N-1003966,2022/12/2,21000
S-1172278,C-1001517,N-1004176,2022/12/2,21000
S-1172279,C-1000277,N-1001173,2022/12/2,9000
S-1172280,C-1000548,N-1004688,2022/12/2,50000
S-1172284,C-1000548,N-1000946,2022/12/2,50000
S-1172285,C-1000663,N-1001213,2022/12/2,9000
S-1172286,C-1000902,N-1002268,2022/12/2,80000
S-1172287,C-1001457,N-1003969,2022/12/2,21000
S-1172288,C-1000664,N-1001212,2022/12/2,29000
S-1172289,C-1000570,N-1001315,2022/12/2,30000
S-1172290,C-1001373,N-1003631,2022/12/2,10000
S-1172291,C-1000663,N-1001214,2022/12/2,9000
S-1172292,C-1001247,N-1003214,2022/12/2,80000
S-1172293,C-1001574,N-1004322,2022/12/2,15000
S-1172294,C-1000021,N-1001216,2022/12/2,13000
S-1172295,C-1000548,N-1003216,2022/12/2,50000
S-1172296,C-1000065,N-1000416,2022/12/2,21000
S-1172297,C-1000664,N-1001217,2022/12/2,29000
S-1172298,C-1000114,N-1003629,2022/12/2,21000
S-1172299,C-1001122,N-1003883,2022/12/2,50000
S-1172300,C-1000498,N-1001367,2022/12/2,10000
S-1172301,C-1000548,N-1000945,2022/12/2,50000
S-1172305,C-1001457,N-1003970,2022/12/2,21000
S-1172306,C-1001505,N-1004116,2022/12/2,29000
S-1172307,C-1001457,N-1004483,2022/12/2,21000
S-1172308,C-1001457,N-1003965,2022/12/2,21000
S-1172309,C-1000065,N-1000417,2022/12/2,21000
S-1172310,C-1001457,N-1003964,2022/12/2,21000
S-1172311,C-1001505,N-1004114,2022/12/2,29000
S-1172312,C-1000931,N-1003794,2022/12/2,50000
S-1172313,C-1000781,N-1002265,2022/12/2,50000
S-1172315,C-1000435,N-1003971,2022/12/2,9000
S-1172316,C-1001354,N-1003583,2022/12/2,30000
S-1172317,C-1000251,N-1000687,2022/12/2,50000
S-1172318,C-1000114,N-1000129,2022/12/2,13000
S-1172319,C-1000316,N-1000444,2022/12/2,30000
S-1172320,C-1000519,N-1000855,2022/12/2,80000
S-1172321,C-1001163,N-1002891,2022/12/2,30000
S-1172322,C-1001163,N-1002890,2022/12/2,30000
S-1172323,C-1001631,N-1004544,2022/12/2,21000
S-1172324,C-1000435,N-1000663,2022/12/2,9000
S-1172326,C-1000953,N-1004543,2022/12/2,50000
S-1172327,C-1000519,N-1000856,2022/12/2,80000
S-1172328,C-1000663,N-1003920,2022/12/2,30000
S-1172329,C-1001457,N-1003968,2022/12/2,21000
S-1172330,C-1000435,N-1000664,2022/12/2,9000
S-1172331,C-1000022,N-1000468,2022/12/2,80000
S-1172332,C-1001631,N-1004545,2022/12/2,21000
S-1172333,C-1000893,N-1001969,2022/12/2,50000
S-1172334,C-1001058,N-1002514,2022/12/3,13000
S-1172335,C-1000818,N-1001761,2022/12/3,21000
S-1172341,C-1001061,N-1002513,2022/12/3,30000
S-1172342,C-1001471,N-1004692,2022/12/3,30000
S-1172343,C-1001329,N-1003504,2022/12/3,50000
S-1172344,C-1000880,N-1001895,2022/12/3,9000
S-1172345,C-1000906,N-1002047,2022/12/3,30000
S-1172346,C-1000328,N-1000534,2022/12/3,30000
S-1172347,C-1001430,N-1003927,2022/12/3,50000
S-1172348,C-1000758,N-1001976,2022/12/3,30000
S-1172349,C-1001053,N-1002518,2022/12/3,50000
S-1172350,C-1000906,N-1002043,2022/12/3,30000
S-1172351,C-1000252,N-1000327,2022/12/3,30000
S-1172352,C-1001061,N-1002522,2022/12/3,30000
S-1172358,C-1001434,N-1003921,2022/12/3,30000
S-1172359,C-1000499,N-1000779,2022/12/3,6000
S-1172360,C-1000668,N-1003309,2022/12/3,6000
S-1172361,C-1000818,N-1001759,2022/12/3,21000
S-1172362,C-1000758,N-1001975,2022/12/3,30000
S-1172363,C-1001662,N-1004609,2022/12/3,30000
S-1172364,C-1000433,N-1001273,2022/12/3,15000
S-1172365,C-1000200,N-1001534,2022/12/3,13000
S-1172366,C-1000200,N-1001536,2022/12/3,13000
S-1172373,C-1000906,N-1004608,2022/12/3,30000
S-1172374,C-1000818,N-1003928,2022/12/3,21000
S-1172375,C-1000641,N-1001274,2022/12/3,15000
S-1172376,C-1000499,N-1000780,2022/12/3,6000
S-1172377,C-1000641,N-1001272,2022/12/3,15000
S-1172378,C-1000252,N-1003138,2022/12/3,30000
S-1172379,C-1001512,N-1004691,2022/12/3,21000
S-1172380,C-1000462,N-1001535,2022/12/3,13000
S-1172381,C-1000818,N-1001760,2022/12/3,21000
S-1172382,C-1001133,N-1002797,2022/12/3,21000
S-1172383,C-1001471,N-1004052,2022/12/3,30000
S-1172384,C-1000698,N-1002273,2022/12/3,30000
S-1172385,C-1001527,N-1004181,2022/12/3,30000
S-1172386,C-1000693,N-1002272,2022/12/3,6000
S-1172387,C-1000070,N-1000123,2022/12/3,30000
S-1172388,C-1001169,N-1002897,2022/12/3,30000
S-1172389,C-1000749,N-1002895,2022/12/3,13000
S-1172390,C-1001566,N-1004324,2022/12/3,50000
S-1172393,C-1001471,N-1004049,2022/12/3,30000
S-1172394,C-1001090,N-1002628,2022/12/3,13000
S-1172395,C-1001090,N-1002629,2022/12/3,13000
S-1172396,C-1001090,N-1002632,2022/12/3,13000
S-1172397,C-1000880,N-1002717,2022/12/3,9000
S-1172398,C-1000818,N-1003586,2022/12/3,21000
S-1172399,C-1001471,N-1004048,2022/12/3,30000
S-1172400,C-1001527,N-1004180,2022/12/3,30000
S-1172401,C-1001430,N-1003924,2022/12/3,50000
S-1172404,C-1000531,N-1001373,2022/12/3,50000
S-1172405,C-1000328,N-1000536,2022/12/3,30000
S-1172406,C-1000268,N-1001371,2022/12/3,29000
S-1172407,C-1000367,N-1001369,2022/12/3,21000
S-1172408,C-1000252,N-1004117,2022/12/3,30000
S-1172409,C-1000668,N-1001220,2022/12/3,50000
S-1172410,C-1001471,N-1004047,2022/12/3,30000
S-1172411,C-1001430,N-1003925,2022/12/3,50000
S-1172412,C-1000200,N-1003884,2022/12/3,13000
S-1172416,C-1000258,N-1001342,2022/12/3,50000
S-1172417,C-1000668,N-1001221,2022/12/3,50000
S-1172418,C-1000258,N-1001343,2022/12/3,50000
S-1172419,C-1000552,N-1000948,2022/12/3,80000
S-1172420,C-1000749,N-1004484,2022/12/3,10000
S-1172421,C-1000531,N-1001374,2022/12/3,50000
S-1172422,C-1001434,N-1004409,2022/12/3,30000
S-1172423,C-1000906,N-1003587,2022/12/3,30000
S-1172424,C-1001512,N-1004179,2022/12/3,21000
S-1172425,C-1000906,N-1002046,2022/12/3,30000
S-1172426,C-1000252,N-1000326,2022/12/3,30000
S-1172427,C-1001180,N-1003057,2022/12/3,30000
S-1172428,C-1001471,N-1004050,2022/12/3,30000
S-1172429,C-1000906,N-1002044,2022/12/3,30000
S-1172430,C-1000698,N-1002274,2022/12/3,30000
S-1172431,C-1000823,N-1001690,2022/12/3,15000
S-1172432,C-1000758,N-1003409,2022/12/3,30000
S-1172433,C-1000823,N-1001688,2022/12/3,15000
S-1172440,C-1001191,N-1002970,2022/12/3,29000
S-1172441,C-1001527,N-1004177,2022/12/3,30000
S-1172442,C-1000552,N-1002799,2022/12/3,80000
S-1172443,C-1001434,N-1003922,2022/12/3,30000
S-1172444,C-1000499,N-1003469,2022/12/3,6000
S-1172445,C-1001430,N-1003929,2022/12/3,50000
S-1172446,C-1000906,N-1002045,2022/12/3,30000
S-1172447,C-1000252,N-1004051,2022/12/3,30000
S-1172448,C-1001180,N-1002973,2022/12/3,30000
S-1172449,C-1000749,N-1001451,2022/12/3,13000
S-1172450,C-1000234,N-1000298,2022/12/3,80000
S-1172451,C-1000749,N-1001453,2022/12/3,13000
S-1172452,C-1001189,N-1002971,2022/12/3,21000
S-1172453,C-1000333,N-1000470,2022/12/4,80000
S-1172454,C-1000370,N-1000538,2022/12/4,9000
S-1172455,C-1000235,N-1002333,2022/12/4,13000
S-1172456,C-1001048,N-1003588,2022/12/4,15000
S-1172457,C-1000235,N-1003315,2022/12/4,6000
S-1172458,C-1000333,N-1000469,2022/12/4,80000
S-1172459,C-1000999,N-1002331,2022/12/4,30000
S-1172460,C-1001273,N-1003312,2022/12/4,13000
S-1172461,C-1000793,N-1004253,2022/12/4,50000
S-1172462,C-1000554,N-1004326,2022/12/4,10000
S-1172463,C-1001300,N-1003311,2022/12/4,30000
S-1172464,C-1001613,N-1004488,2022/12/4,50000
S-1172465,C-1000333,N-1000471,2022/12/4,80000
S-1172466,C-1001613,N-1004487,2022/12/4,50000
S-1172467,C-1001130,N-1002800,2022/12/4,9000
S-1172468,C-1000869,N-1002802,2022/12/4,6000
S-1172469,C-1000999,N-1003506,2022/12/4,30000
S-1172470,C-1000825,N-1001692,2022/12/4,30000
S-1172471,C-1000553,N-1002974,2022/12/4,29000
S-1172472,C-1000528,N-1002975,2022/12/4,30000
S-1172473,C-1000999,N-1002332,2022/12/4,30000
S-1172474,C-1000825,N-1001693,2022/12/4,30000
S-1172475,C-1000333,N-1000473,2022/12/4,21000
S-1172476,C-1000044,N-1000251,2022/12/4,10000
S-1172477,C-1001500,N-1004120,2022/12/4,15000
S-1172478,C-1000128,N-1000458,2022/12/4,80000
S-1172479,C-1000528,N-1002189,2022/12/4,30000
S-1172480,C-1000553,N-1000952,2022/12/4,10000
S-1172481,C-1000384,N-1003679,2022/12/4,9000
S-1172482,C-1000424,N-1001765,2022/12/4,29000
S-1172483,C-1001592,N-1004410,2022/12/4,9000
S-1172484,C-1000236,N-1000302,2022/12/4,80000
S-1172488,C-1000077,N-1000566,2022/12/4,21000
S-1172489,C-1001475,N-1004055,2022/12/4,50000
S-1172490,C-1000793,N-1001578,2022/12/4,80000
S-1172491,C-1000102,N-1002718,2022/12/4,13000
S-1172492,C-1000044,N-1000250,2022/12/4,10000
S-1172493,C-1000044,N-1003972,2022/12/4,10000
S-1172494,C-1000586,N-1001006,2022/12/4,21000
S-1172495,C-1000424,N-1001764,2022/12/4,29000
S-1172496,C-1001678,N-1004610,2022/12/4,29000
S-1172502,C-1001495,N-1004118,2022/12/4,30000
S-1172503,C-1000999,N-1004486,2022/12/4,30000
S-1172504,C-1000384,N-1001767,2022/12/4,9000
S-1172505,C-1000554,N-1000950,2022/12/4,10000
S-1172506,C-1001475,N-1004053,2022/12/4,50000
S-1172507,C-1001678,N-1004612,2022/12/4,29000
S-1172508,C-1000793,N-1001579,2022/12/4,80000
S-1172509,C-1000077,N-1000565,2022/12/4,21000
S-1172510,C-1000528,N-1002188,2022/12/4,30000
S-1172516,C-1000869,N-1003220,2022/12/4,30000
S-1172517,C-1000235,N-1000305,2022/12/4,13000
S-1172518,C-1000236,N-1000299,2022/12/4,30000
S-1172519,C-1001475,N-1004054,2022/12/4,50000
S-1172520,C-1000282,N-1001045,2022/12/4,10000
S-1172521,C-1000999,N-1002334,2022/12/4,30000
S-1172522,C-1001592,N-1004411,2022/12/4,9000
S-1172523,C-1001678,N-1004613,2022/12/4,29000
S-1172524,C-1001495,N-1004124,2022/12/4,30000
S-1172526,C-1000420,N-1000633,2022/12/4,15000
S-1172527,C-1000282,N-1001047,2022/12/4,10000
S-1172528,C-1001480,N-1004056,2022/12/4,21000
S-1172529,C-1001048,N-1002524,2022/12/4,15000
S-1172530,C-1000114,N-1000881,2022/12/4,80000
S-1172531,C-1000553,N-1000951,2022/12/4,10000
S-1172532,C-1000236,N-1000303,2022/12/4,30000
S-1172533,C-1001678,N-1004611,2022/12/4,29000
S-1172534,C-1000077,N-1000564,2022/12/4,21000
S-1172536,C-1000586,N-1001009,2022/12/4,21000
S-1172537,C-1000333,N-1000472,2022/12/4,21000
S-1172538,C-1000288,N-1000372,2022/12/4,15000
S-1172539,C-1001507,N-1004122,2022/12/4,29000
S-1172540,C-1000235,N-1000300,2022/12/4,13000
S-1172541,C-1000586,N-1001005,2022/12/4,21000
S-1172542,C-1001605,N-1004413,2022/12/5,21000
S-1172543,C-1000164,N-1000201,2022/12/5,30000
S-1172544,C-1000289,N-1003140,2022/12/5,13000
S-1172545,C-1000881,N-1003507,2022/12/5,50000
S-1172546,C-1000411,N-1000593,2022/12/5,10000
S-1172547,C-1000304,N-1000418,2022/12/5,50000
S-1172549,C-1000304,N-1000426,2022/12/5,50000
S-1172550,C-1000331,N-1003832,2022/12/5,21000
S-1172551,C-1000304,N-1000419,2022/12/5,50000
S-1172552,C-1001642,N-1004549,2022/12/5,13000
S-1172553,C-1000520,N-1000860,2022/12/5,30000
S-1172554,C-1000636,N-1001317,2022/12/5,10000
S-1172555,C-1000828,N-1001695,2022/12/5,6000
S-1172556,C-1000044,N-1000049,2022/12/5,15000
S-1172557,C-1000410,N-1000592,2022/12/5,15000
S-1172558,C-1001338,N-1003509,2022/12/5,13000
S-1172559,C-1000304,N-1000428,2022/12/5,50000
S-1172560,C-1000520,N-1000861,2022/12/5,30000
S-1172561,C-1000670,N-1001227,2022/12/5,21000
S-1172562,C-1000520,N-1000858,2022/12/5,30000
S-1172563,C-1000421,N-1003221,2022/12/5,10000
S-1172567,C-1000520,N-1000859,2022/12/5,30000
S-1172568,C-1000277,N-1001222,2022/12/5,30000
S-1172569,C-1000828,N-1001701,2022/12/5,6000
S-1172570,C-1000411,N-1000590,2022/12/5,10000
S-1172571,C-1001614,N-1004490,2022/12/5,50000
S-1172572,C-1000558,N-1000959,2022/12/5,15000
S-1172573,C-1000750,N-1001455,2022/12/5,80000
S-1172574,C-1000828,N-1001700,2022/12/5,6000
S-1172575,C-1000411,N-1000591,2022/12/5,10000
S-1172584,C-1001550,N-1004255,2022/12/5,30000
S-1172585,C-1001469,N-1004059,2022/12/5,10000
S-1172586,C-1000421,N-1000634,2022/12/5,6000
S-1172587,C-1000400,N-1001048,2022/12/5,9000
S-1172588,C-1000558,N-1000956,2022/12/5,15000
S-1172589,C-1000828,N-1001698,2022/12/5,6000
S-1172590,C-1000558,N-1000961,2022/12/5,15000
S-1172591,C-1000304,N-1000429,2022/12/5,50000
S-1172592,C-1000520,N-1000862,2022/12/5,30000
S-1172593,C-1000304,N-1000425,2022/12/5,50000
S-1172594,C-1000520,N-1000865,2022/12/5,30000
S-1172595,C-1000411,N-1000594,2022/12/5,10000
S-1172596,C-1000410,N-1000589,2022/12/5,15000
S-1172597,C-1000045,N-1000054,2022/12/5,9000
S-1172598,C-1001630,N-1004493,2022/12/5,9000
S-1172599,C-1001569,N-1004327,2022/12/5,30000
S-1172600,C-1000304,N-1000424,2022/12/5,50000
S-1172601,C-1001530,N-1004185,2022/12/5,80000
S-1172602,C-1000304,N-1000430,2022/12/5,50000
S-1172603,C-1000019,N-1000014,2022/12/5,80000
S-1172604,C-1000304,N-1000421,2022/12/5,50000
S-1172605,C-1000045,N-1000050,2022/12/5,30000
S-1172606,C-1000304,N-1000427,2022/12/5,50000
S-1172607,C-1001642,N-1004548,2022/12/5,13000
S-1172613,C-1001044,N-1002529,2022/12/5,9000
S-1172614,C-1001569,N-1004328,2022/12/5,30000
S-1172615,C-1001321,N-1003470,2022/12/5,30000
S-1172616,C-1001530,N-1004186,2022/12/5,80000
S-1172617,C-1000411,N-1000600,2022/12/5,10000
S-1172618,C-1001626,N-1004494,2022/12/5,80000
S-1172619,C-1001321,N-1003471,2022/12/5,30000
S-1172620,C-1000045,N-1000055,2022/12/5,9000
S-1172631,C-1000520,N-1000864,2022/12/5,30000
S-1172632,C-1000331,N-1001947,2022/12/5,29000
S-1172633,C-1000411,N-1000599,2022/12/5,10000
S-1172634,C-1000484,N-1000755,2022/12/5,80000
S-1172635,C-1000411,N-1000597,2022/12/5,10000
S-1172636,C-1001626,N-1004489,2022/12/5,80000
S-1172637,C-1000277,N-1001226,2022/12/5,30000
S-1172638,C-1000304,N-1000431,2022/12/5,50000
S-1172649,C-1000019,N-1002809,2022/12/5,80000
S-1172650,C-1001614,N-1004491,2022/12/5,50000
S-1172651,C-1000304,N-1000423,2022/12/5,50000
S-1172652,C-1001118,N-1002807,2022/12/5,80000
S-1172653,C-1001688,N-1004693,2022/12/5,30000
S-1172654,C-1000411,N-1002977,2022/12/5,10000
S-1172655,C-1001469,N-1004058,2022/12/5,10000
S-1172656,C-1001118,N-1002806,2022/12/5,80000
S-1172657,C-1001630,N-1004492,2022/12/5,9000
S-1172658,C-1000558,N-1002898,2022/12/5,15000
S-1172659,C-1001233,N-1003144,2022/12/5,80000
S-1172663,C-1000411,N-1000596,2022/12/5,10000
S-1172664,C-1000044,N-1000053,2022/12/5,15000
S-1172665,C-1000410,N-1000595,2022/12/5,15000
S-1172666,C-1000304,N-1000420,2022/12/5,50000
S-1172667,C-1001688,N-1004694,2022/12/5,30000
S-1172668,C-1001233,N-1003142,2022/12/5,80000
S-1172669,C-1000484,N-1000754,2022/12/5,80000
S-1172670,C-1000558,N-1000955,2022/12/5,15000
S-1172671,C-1000422,N-1000641,2022/12/6,50000
S-1172672,C-1000408,N-1001120,2022/12/6,80000
S-1172673,C-1000832,N-1001708,2022/12/6,29000
S-1172674,C-1000842,N-1004414,2022/12/6,13000
S-1172675,C-1000832,N-1002979,2022/12/6,29000
S-1172677,C-1001520,N-1004198,2022/12/6,21000
S-1172678,C-1001427,N-1003933,2022/12/6,30000
S-1172679,C-1000422,N-1000640,2022/12/6,50000
S-1172680,C-1001535,N-1004260,2022/12/6,30000
S-1172681,C-1000422,N-1000639,2022/12/6,50000
S-1172682,C-1000832,N-1001707,2022/12/6,29000
S-1172683,C-1001228,N-1003634,2022/12/6,21000
S-1172684,C-1001529,N-1004197,2022/12/6,10000
S-1172689,C-1000563,N-1002904,2022/12/6,30000
S-1172690,C-1000422,N-1000636,2022/12/6,50000
S-1172691,C-1001027,N-1002425,2022/12/6,29000
S-1172692,C-1001515,N-1004191,2022/12/6,9000
S-1172693,C-1001515,N-1004192,2022/12/6,9000
S-1172694,C-1000022,N-1000016,2022/12/6,50000
S-1172695,C-1001027,N-1002424,2022/12/6,29000
S-1172696,C-1000422,N-1000637,2022/12/6,50000
S-1172699,C-1001515,N-1004193,2022/12/6,9000
S-1172700,C-1000022,N-1003834,2022/12/6,50000
S-1172701,C-1001529,N-1004190,2022/12/6,10000
S-1172702,C-1000022,N-1000019,2022/12/6,50000
S-1172703,C-1001148,N-1002902,2022/12/6,13000
S-1172704,C-1001156,N-1002900,2022/12/6,50000
S-1172705,C-1001492,N-1004126,2022/12/6,50000
S-1172706,C-1001027,N-1002423,2022/12/6,29000
S-1172708,C-1001515,N-1004195,2022/12/6,9000
S-1172709,C-1000842,N-1003833,2022/12/6,13000
S-1172710,C-1000422,N-1000638,2022/12/6,50000
S-1172711,C-1000563,N-1004616,2022/12/6,30000
S-1172712,C-1001519,N-1004189,2022/12/6,21000
S-1172713,C-1001125,N-1004196,2022/12/6,80000
S-1172714,C-1001078,N-1002635,2022/12/6,15000
S-1172715,C-1001427,N-1003932,2022/12/6,30000
S-1172717,C-1000422,N-1002901,2022/12/6,50000
S-1172718,C-1001579,N-1004330,2022/12/6,13000
S-1172719,C-1000022,N-1000020,2022/12/6,50000
S-1172720,C-1000563,N-1000963,2022/12/6,30000
S-1172721,C-1000842,N-1002282,2022/12/6,13000
S-1172722,C-1001313,N-1003413,2022/12/6,13000
S-1172723,C-1000022,N-1000023,2022/12/6,15000
S-1172724,C-1000804,N-1001629,2022/12/6,9000
S-1172729,C-1001579,N-1004329,2022/12/6,13000
S-1172730,C-1000096,N-1003412,2022/12/6,10000
S-1172731,C-1000563,N-1000962,2022/12/6,30000
S-1172732,C-1000022,N-1001630,2022/12/6,15000
S-1172733,C-1001042,N-1002532,2022/12/6,80000
S-1172734,C-1000781,N-1002279,2022/12/6,15000
S-1172735,C-1000842,N-1002533,2022/12/6,13000
S-1172736,C-1001125,N-1002813,2022/12/6,29000
S-1172737,C-1001125,N-1002811,2022/12/6,29000
S-1172738,C-1000022,N-1000018,2022/12/6,30000
S-1172739,C-1000022,N-1001631,2022/12/6,15000
S-1172740,C-1000781,N-1002280,2022/12/6,15000
S-1172741,C-1000842,N-1002281,2022/12/6,13000
S-1172742,C-1000022,N-1000024,2022/12/6,15000
S-1172743,C-1000440,N-1000667,2022/12/6,15000
S-1172744,C-1001245,N-1003683,2022/12/6,80000
S-1172745,C-1000485,N-1000756,2022/12/6,50000
S-1172746,C-1000096,N-1000110,2022/12/6,9000
S-1172747,C-1000908,N-1004333,2022/12/6,13000
S-1172748,C-1000075,N-1000076,2022/12/6,30000
S-1172749,C-1000061,N-1003684,2022/12/6,9000
S-1172750,C-1000022,N-1000017,2022/12/6,30000
S-1172751,C-1000359,N-1000759,2022/12/6,30000
S-1172752,C-1000908,N-1004550,2022/12/6,13000
S-1172753,C-1000721,N-1001457,2022/12/6,10000
S-1172754,C-1000408,N-1003472,2022/12/6,80000
S-1172755,C-1001251,N-1003229,2022/12/6,30000
S-1172756,C-1001533,N-1004259,2022/12/6,13000
S-1172757,C-1000075,N-1000078,2022/12/6,30000
S-1172758,C-1001533,N-1004258,2022/12/6,13000
S-1172759,C-1000061,N-1001231,2022/12/6,9000
S-1172760,C-1001674,N-1004615,2022/12/6,80000
S-1172761,C-1001534,N-1004257,2022/12/6,80000
S-1172762,C-1000075,N-1003416,2022/12/6,29000
S-1172763,C-1001080,N-1004551,2022/12/6,21000
S-1172764,C-1001557,N-1004331,2022/12/6,13000
S-1172765,C-1000022,N-1000015,2022/12/6,50000
S-1172766,C-1000721,N-1001456,2022/12/6,10000
S-1172767,C-1001042,N-1004695,2022/12/6,80000
S-1172768,C-1001245,N-1003223,2022/12/6,13000
S-1172769,C-1001535,N-1004256,2022/12/6,30000
S-1172770,C-1001244,N-1003225,2022/12/6,30000
S-1172771,C-1001245,N-1003227,2022/12/6,13000
S-1172772,C-1000908,N-1003930,2022/12/6,13000
S-1172773,C-1001042,N-1003889,2022/12/6,15000
S-1172774,C-1001313,N-1003414,2022/12/6,13000
S-1172775,C-1001244,N-1003226,2022/12/6,30000
S-1172776,C-1000359,N-1000757,2022/12/6,30000
S-1172777,C-1000804,N-1003473,2022/12/6,9000
S-1172778,C-1000707,N-1001344,2022/12/6,10000
S-1172780,C-1000485,N-1000758,2022/12/6,50000
S-1172781,C-1001674,N-1004614,2022/12/6,80000
S-1172782,C-1000842,N-1002283,2022/12/6,13000
S-1172783,C-1001699,N-1004697,2022/12/7,13000
S-1172784,C-1000844,N-1001771,2022/12/7,80000
S-1172785,C-1001712,N-1004762,2022/12/7,50000
S-1172786,C-1001712,N-1004763,2022/12/7,50000
S-1172787,C-1000510,N-1000822,2022/12/7,21000
S-1172789,C-1000510,N-1000820,2022/12/7,21000
S-1172790,C-1001699,N-1004696,2022/12/7,13000
S-1172791,C-1000625,N-1001124,2022/12/7,21000
S-1172792,C-1000395,N-1004495,2022/12/7,30000
S-1172793,C-1001487,N-1004127,2022/12/7,50000
S-1172794,C-1001487,N-1004128,2022/12/7,50000
S-1172795,C-1000245,N-1001422,2022/12/7,50000
S-1172796,C-1000535,N-1004129,2022/12/7,10000
S-1172797,C-1000050,N-1003686,2022/12/7,21000
S-1172798,C-1000625,N-1001123,2022/12/7,21000
S-1172799,C-1000245,N-1001419,2022/12/7,50000
S-1172800,C-1001680,N-1004700,2022/12/7,21000
S-1172802,C-1000567,N-1001122,2022/12/7,30000
S-1172803,C-1000305,N-1000502,2022/12/7,80000
S-1172804,C-1000194,N-1000866,2022/12/7,30000
S-1172805,C-1000844,N-1001772,2022/12/7,80000
S-1172806,C-1000216,N-1001580,2022/12/7,21000
S-1172807,C-1000625,N-1001125,2022/12/7,21000
S-1172808,C-1001435,N-1003936,2022/12/7,21000
S-1172809,C-1001680,N-1004698,2022/12/7,21000
S-1172810,C-1001680,N-1004699,2022/12/7,21000
S-1172811,C-1001094,N-1004761,2022/12/7,50000
S-1172812,C-1001363,N-1003635,2022/12/7,13000
S-1172813,C-1000567,N-1001121,2022/12/7,30000
